,Unnamed: 0,ALT_CODE,ICD10,PHECODE,Excl. Phecodes,ICD10 String,Phenotype,Excl. Phenotypes,ICD10_NOX
8612,8612,M9906,M99.0,769.0,769-769.99,Segmental and somatic dysfunction,Nonallopathic lesions NEC," Nonallopathic lesions, NEC",M9906
8613,8613,M9907,M99.0,769.0,769-769.99,Segmental and somatic dysfunction,Nonallopathic lesions NEC," Nonallopathic lesions, NEC",M9907
8614,8614,M9908,M99.0,769.0,769-769.99,Segmental and somatic dysfunction,Nonallopathic lesions NEC," Nonallopathic lesions, NEC",M9908
8615,8615,M9909,M99.0,769.0,769-769.99,Segmental and somatic dysfunction,Nonallopathic lesions NEC," Nonallopathic lesions, NEC",M9909
8616,8616,M991,M99.1,830.0,830-839.99,Subluxation complex (vertebral),Dislocation,joint disorders and dislocations; trauma-related,M991
8617,8617,M9910,M99.1,830.0,830-839.99,Subluxation complex (vertebral),Dislocation,joint disorders and dislocations; trauma-related,M9910
8618,8618,M9911,M99.1,830.0,830-839.99,Subluxation complex (vertebral),Dislocation,joint disorders and dislocations; trauma-related,M9911
8619,8619,M9912,M99.1,830.0,830-839.99,Subluxation complex (vertebral),Dislocation,joint disorders and dislocations; trauma-related,M9912
8620,8620,M9913,M99.1,830.0,830-839.99,Subluxation complex (vertebral),Dislocation,joint disorders and dislocations; trauma-related,M9913
8621,8621,M9914,M99.1,830.0,830-839.99,Subluxation complex (vertebral),Dislocation,joint disorders and dislocations; trauma-related,M9914
8622,8622,M9915,M99.1,830.0,830-839.99,Subluxation complex (vertebral),Dislocation,joint disorders and dislocations; trauma-related,M9915
8623,8623,M9916,M99.1,830.0,830-839.99,Subluxation complex (vertebral),Dislocation,joint disorders and dislocations; trauma-related,M9916
8624,8624,M9917,M99.1,830.0,830-839.99,Subluxation complex (vertebral),Dislocation,joint disorders and dislocations; trauma-related,M9917
8625,8625,M9918,M99.1,830.0,830-839.99,Subluxation complex (vertebral),Dislocation,joint disorders and dislocations; trauma-related,M9918
8626,8626,M9919,M99.1,830.0,830-839.99,Subluxation complex (vertebral),Dislocation,joint disorders and dislocations; trauma-related,M9919
8627,8627,M994,M99.4,720.0,720-724.99,Connective tissue stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M994
8628,8628,M9940,M99.4,720.0,720-724.99,Connective tissue stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M9940
8629,8629,M9941,M99.4,720.0,720-724.99,Connective tissue stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M9941
8630,8630,M9942,M99.4,720.0,720-724.99,Connective tissue stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M9942
8631,8631,M9943,M99.4,720.0,720-724.99,Connective tissue stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M9943
8632,8632,M9944,M99.4,720.0,720-724.99,Connective tissue stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M9944
8633,8633,M9945,M99.4,720.0,720-724.99,Connective tissue stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M9945
8634,8634,M995,M99.5,720.0,720-724.99,Intervertebral disc stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M995
8635,8635,M9950,M99.5,720.0,720-724.99,Intervertebral disc stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M9950
8636,8636,M9951,M99.5,720.0,720-724.99,Intervertebral disc stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M9951
8637,8637,M9952,M99.5,720.0,720-724.99,Intervertebral disc stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M9952
8638,8638,M9953,M99.5,720.0,720-724.99,Intervertebral disc stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M9953
8639,8639,M9954,M99.5,720.0,720-724.99,Intervertebral disc stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M9954
8640,8640,M9955,M99.5,720.0,720-724.99,Intervertebral disc stenosis of neural canal,Spinal stenosis,DORSOPATHIES,M9955
8641,8641,M996,M99.6,724.9,720-724.99,Osseous and subluxation stenosis of intervertebral foramina,Other unspecified back disorders,DORSOPATHIES,M996
8642,8642,M9960,M99.6,724.9,720-724.99,Osseous and subluxation stenosis of intervertebral foramina,Other unspecified back disorders,DORSOPATHIES,M9960
8643,8643,M9961,M99.6,724.9,720-724.99,Osseous and subluxation stenosis of intervertebral foramina,Other unspecified back disorders,DORSOPATHIES,M9961
8644,8644,M9962,M99.6,724.9,720-724.99,Osseous and subluxation stenosis of intervertebral foramina,Other unspecified back disorders,DORSOPATHIES,M9962
8645,8645,M9963,M99.6,724.9,720-724.99,Osseous and subluxation stenosis of intervertebral foramina,Other unspecified back disorders,DORSOPATHIES,M9963
8646,8646,M9964,M99.6,724.9,720-724.99,Osseous and subluxation stenosis of intervertebral foramina,Other unspecified back disorders,DORSOPATHIES,M9964
8647,8647,M9965,M99.6,724.9,720-724.99,Osseous and subluxation stenosis of intervertebral foramina,Other unspecified back disorders,DORSOPATHIES,M9965
8648,8648,M997,M99.7,720.0,720-724.99,Connective tissue and disc stenosis of intervertebral foramina,Spinal stenosis,DORSOPATHIES,M997
8649,8649,M9970,M99.7,720.0,720-724.99,Connective tissue and disc stenosis of intervertebral foramina,Spinal stenosis,DORSOPATHIES,M9970
8650,8650,M9971,M99.7,720.0,720-724.99,Connective tissue and disc stenosis of intervertebral foramina,Spinal stenosis,DORSOPATHIES,M9971
8651,8651,M9972,M99.7,720.0,720-724.99,Connective tissue and disc stenosis of intervertebral foramina,Spinal stenosis,DORSOPATHIES,M9972
8652,8652,M9973,M99.7,720.0,720-724.99,Connective tissue and disc stenosis of intervertebral foramina,Spinal stenosis,DORSOPATHIES,M9973
8653,8653,M9974,M99.7,720.0,720-724.99,Connective tissue and disc stenosis of intervertebral foramina,Spinal stenosis,DORSOPATHIES,M9974
8654,8654,M9975,M99.7,720.0,720-724.99,Connective tissue and disc stenosis of intervertebral foramina,Spinal stenosis,DORSOPATHIES,M9975
8655,8655,M998,M99.8,738.0,735-739.99,Other biomechanical lesions,Other acquired musculoskeletal deformity,Acquired deformities,M998
8656,8656,M9980,M99.8,738.0,735-739.99,Other biomechanical lesions,Other acquired musculoskeletal deformity,Acquired deformities,M9980
8657,8657,M9981,M99.8,738.0,735-739.99,Other biomechanical lesions,Other acquired musculoskeletal deformity,Acquired deformities,M9981
8658,8658,M9982,M99.8,738.0,735-739.99,Other biomechanical lesions,Other acquired musculoskeletal deformity,Acquired deformities,M9982
8659,8659,M9983,M99.8,738.0,735-739.99,Other biomechanical lesions,Other acquired musculoskeletal deformity,Acquired deformities,M9983
8660,8660,M9984,M99.8,738.0,735-739.99,Other biomechanical lesions,Other acquired musculoskeletal deformity,Acquired deformities,M9984
8661,8661,M9985,M99.8,738.0,735-739.99,Other biomechanical lesions,Other acquired musculoskeletal deformity,Acquired deformities,M9985
8662,8662,M9986,M99.8,738.0,735-739.99,Other biomechanical lesions,Other acquired musculoskeletal deformity,Acquired deformities,M9986
8663,8663,M9987,M99.8,738.0,735-739.99,Other biomechanical lesions,Other acquired musculoskeletal deformity,Acquired deformities,M9987
8664,8664,M9988,M99.8,738.0,735-739.99,Other biomechanical lesions,Other acquired musculoskeletal deformity,Acquired deformities,M9988
8665,8665,M9989,M99.8,738.0,735-739.99,Other biomechanical lesions,Other acquired musculoskeletal deformity,Acquired deformities,M9989
8666,8666,M999,M99.9,738.0,735-739.99,"Biomechanical lesion, unspecified",Other acquired musculoskeletal deformity,Acquired deformities,M999
8667,8667,M9990,M99.9,738.0,735-739.99,"Biomechanical lesion, unspecified",Other acquired musculoskeletal deformity,Acquired deformities,M9990
8668,8668,M9991,M99.9,738.0,735-739.99,"Biomechanical lesion, unspecified",Other acquired musculoskeletal deformity,Acquired deformities,M9991
8669,8669,M9992,M99.9,738.0,735-739.99,"Biomechanical lesion, unspecified",Other acquired musculoskeletal deformity,Acquired deformities,M9992
8670,8670,M9993,M99.9,738.0,735-739.99,"Biomechanical lesion, unspecified",Other acquired musculoskeletal deformity,Acquired deformities,M9993
8671,8671,M9994,M99.9,738.0,735-739.99,"Biomechanical lesion, unspecified",Other acquired musculoskeletal deformity,Acquired deformities,M9994
8672,8672,M9995,M99.9,738.0,735-739.99,"Biomechanical lesion, unspecified",Other acquired musculoskeletal deformity,Acquired deformities,M9995
8673,8673,M9996,M99.9,738.0,735-739.99,"Biomechanical lesion, unspecified",Other acquired musculoskeletal deformity,Acquired deformities,M9996
8674,8674,M9997,M99.9,738.0,735-739.99,"Biomechanical lesion, unspecified",Other acquired musculoskeletal deformity,Acquired deformities,M9997
8675,8675,M9998,M99.9,738.0,735-739.99,"Biomechanical lesion, unspecified",Other acquired musculoskeletal deformity,Acquired deformities,M9998
8676,8676,M9999,M99.9,738.0,735-739.99,"Biomechanical lesion, unspecified",Other acquired musculoskeletal deformity,Acquired deformities,M9999
8677,8677,N00,N00,,,Acute nephritic syndrome,,,N00
8678,8678,N000,N00.0,580.11,580-590.99,"Acute nephritic syndrome, Minor glomerular abnormality",Proliferative glomerulonephritis,diseases of kidney and ureters,N000
8679,8679,N001,N00.1,580.11,580-590.99,"Acute nephritic syndrome, Focal and segmental glomerular lesions",Proliferative glomerulonephritis,diseases of kidney and ureters,N001
8680,8680,N002,N00.2,580.11,580-590.99,"Acute nephritic syndrome, Diffuse membranous glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N002
8681,8681,N003,N00.3,580.11,580-590.99,"Acute nephritic syndrome, Diffuse mesangial proliferative glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N003
8682,8682,N004,N00.4,580.11,580-590.99,"Acute nephritic syndrome, Diffuse endocapillary proliferative glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N004
8683,8683,N005,N00.5,580.11,580-590.99,"Acute nephritic syndrome, Diffuse mesangiocapillary glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N005
8684,8684,N006,N00.6,580.11,580-590.99,"Acute nephritic syndrome, Dense deposit disease",Proliferative glomerulonephritis,diseases of kidney and ureters,N006
8685,8685,N007,N00.7,580.11,580-590.99,"Acute nephritic syndrome, Diffuse crescentic glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N007
8686,8686,N008,N00.8,,,"Acute nephritic syndrome, Other",,,N008
8687,8687,N009,N00.9,,,"Acute nephritic syndrome, Unspecified",,,N009
8688,8688,N01,N01,580.11,580-590.99,Rapidly progressive nephritic syndrome,Proliferative glomerulonephritis,diseases of kidney and ureters,N01
8689,8689,N010,N01.0,580.11,580-590.99,"Rapidly progressive nephritic syndrome, minor glomerular abnormality",Proliferative glomerulonephritis,diseases of kidney and ureters,N010
8690,8690,N011,N01.1,580.11,580-590.99,"Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions",Proliferative glomerulonephritis,diseases of kidney and ureters,N011
8691,8691,N012,N01.2,580.11,580-590.99,"Rapidly progressive nephritic syndrome, diffuse membranous glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N012
8692,8692,N013,N01.3,580.11,580-590.99,"Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N013
8693,8693,N014,N01.4,580.11,580-590.99,"Rapidly progressive nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N014
8694,8694,N015,N01.5,580.11,580-590.99,"Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N015
8695,8695,N016,N01.6,580.11,580-590.99,"Rapidly progressive nephritic syndrome, dense deposit disease",Proliferative glomerulonephritis,diseases of kidney and ureters,N016
8696,8696,N017,N01.7,580.11,580-590.99,"Rapidly progressive nephritic syndrome, diffuse crescentic glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N017
8697,8697,N019,N01.9,580.11,580-590.99,"Rapidly progressive nephritic syndrome, unspecified",Proliferative glomerulonephritis,diseases of kidney and ureters,N019
8698,8698,N020,N02.0,580.12,580-590.99,"Recurrent and persistent haematuria, minor glomerular abnormality",Non-proliferative glomerulonephritis,diseases of kidney and ureters,N020
8699,8699,N021,N02.1,580.12,580-590.99,"Recurrent and persistent haematuria, focal and segmental glomerular lesions",Non-proliferative glomerulonephritis,diseases of kidney and ureters,N021
8700,8700,N022,N02.2,580.12,580-590.99,"Recurrent and persistent haematuria, diffuse membranous glomerulonephritis",Non-proliferative glomerulonephritis,diseases of kidney and ureters,N022
8701,8701,N023,N02.3,580.12,580-590.99,"Recurrent and persistent haematuria, diffuse mesangial proliferative glomerulonephritis",Non-proliferative glomerulonephritis,diseases of kidney and ureters,N023
8702,8702,N024,N02.4,580.11,580-590.99,"Recurrent and persistent haematuria, diffuse endocapillary proliferative glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N024
8703,8703,N025,N02.5,580.11,580-590.99,"Recurrent and persistent haematuria, diffuse mesangiocapillary glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N025
8704,8704,N026,N02.6,580.11,580-590.99,"Recurrent and persistent haematuria, dense deposit disease",Proliferative glomerulonephritis,diseases of kidney and ureters,N026
8705,8705,N027,N02.7,580.11,580-590.99,"Recurrent and persistent haematuria, diffuse crescentic glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N027
8706,8706,N028,N02.8,593.0,590-593.99,"Recurrent and persistent haematuria, other",Hematuria,Urinary tract infections,N028
8707,8707,N029,N02.9,593.0,590-593.99,"Recurrent and persistent haematuria, unspecified",Hematuria,Urinary tract infections,N029
8708,8708,N03,N03,580.14,580-590.99,Chronic nephritic syndrome,"Chronic glomerulonephritis, NOS",diseases of kidney and ureters,N03
8709,8709,N030,N03.0,580.14,580-590.99,"Chronic nephritic syndrome, minor glomerular abnormality","Chronic glomerulonephritis, NOS",diseases of kidney and ureters,N030
8710,8710,N031,N03.1,580.12,580-590.99,"Chronic nephritic syndrome, focal and segmental glomerular lesions",Non-proliferative glomerulonephritis,diseases of kidney and ureters,N031
8711,8711,N032,N03.2,580.12,580-590.99,"Chronic nephritic syndrome, diffuse membranous glomerulonephritis",Non-proliferative glomerulonephritis,diseases of kidney and ureters,N032
8712,8712,N033,N03.3,580.12,580-590.99,"Chronic nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",Non-proliferative glomerulonephritis,diseases of kidney and ureters,N033
8713,8713,N034,N03.4,580.11,580-590.99,"Chronic nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N034
8714,8714,N035,N03.5,580.11,580-590.99,"Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N035
8715,8715,N036,N03.6,580.11,580-590.99,"Chronic nephritic syndrome, dense deposit disease",Proliferative glomerulonephritis,diseases of kidney and ureters,N036
8716,8716,N037,N03.7,580.11,580-590.99,"Chronic nephritic syndrome, diffuse crescentic glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N037
8717,8717,N039,N03.9,580.14,580-590.99,"Chronic nephritic syndrome, unspecified","Chronic glomerulonephritis, NOS",diseases of kidney and ureters,N039
8718,8718,N04,N04,,,Nephrotic syndrome,,,N04
8719,8719,N04,N04,580.2,580-590.99,Nephrotic syndrome,Nephrotic syndrome without mention of glomerulonephritis,diseases of kidney and ureters,N04
8720,8720,N040,N04.0,580.12,580-590.99,"Nephrotic syndrome, minor glomerular abnormality",Non-proliferative glomerulonephritis,diseases of kidney and ureters,N040
8721,8721,N041,N04.1,580.12,580-590.99,"Nephrotic syndrome, focal and segmental glomerular lesions",Non-proliferative glomerulonephritis,diseases of kidney and ureters,N041
8722,8722,N042,N04.2,580.12,580-590.99,"Nephrotic syndrome, diffuse membranous glomerulonephritis",Non-proliferative glomerulonephritis,diseases of kidney and ureters,N042
8723,8723,N043,N04.3,580.11,580-590.99,"Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N043
8724,8724,N044,N04.4,580.11,580-590.99,"Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N044
8725,8725,N045,N04.5,580.11,580-590.99,"Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N045
8726,8726,N046,N04.6,580.11,580-590.99,"Nephrotic syndrome, dense deposit disease",Proliferative glomerulonephritis,diseases of kidney and ureters,N046
8727,8727,N047,N04.7,580.2,580-590.99,"Nephrotic syndrome, diffuse crescentic glomerulonephritis",Nephrotic syndrome without mention of glomerulonephritis,diseases of kidney and ureters,N047
8728,8728,N048,N04.8,580.2,580-590.99,"Nephrotic syndrome, other",Nephrotic syndrome without mention of glomerulonephritis,diseases of kidney and ureters,N048
8729,8729,N049,N04.9,,,"Nephrotic syndrome, unspecified",,,N049
8730,8730,N049,N04.9,580.2,580-590.99,"Nephrotic syndrome, unspecified",Nephrotic syndrome without mention of glomerulonephritis,diseases of kidney and ureters,N049
8731,8731,N05,N05,580.32,580-590.99,Unspecified nephritic syndrome,Nephritis and nephropathy with pathological lesion,diseases of kidney and ureters,N05
8732,8732,N050,N05.0,580.32,580-590.99,"Unspecified nephritic syndrome, minor glomerular abnormality",Nephritis and nephropathy with pathological lesion,diseases of kidney and ureters,N050
8733,8733,N051,N05.1,580.32,580-590.99,"Unspecified nephritic syndrome, focal and segmental glomerular lesions",Nephritis and nephropathy with pathological lesion,diseases of kidney and ureters,N051
8734,8734,N052,N05.2,580.12,580-590.99,"Unspecified nephritic syndrome, diffuse membranous glomerulonephritis",Non-proliferative glomerulonephritis,diseases of kidney and ureters,N052
8735,8735,N053,N05.3,580.11,580-590.99,"Unspecified nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N053
8736,8736,N054,N05.4,580.11,580-590.99,"Unspecified nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N054
8737,8737,N055,N05.5,580.11,580-590.99,"Unspecified nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",Proliferative glomerulonephritis,diseases of kidney and ureters,N055
8738,8738,N056,N05.6,580.32,580-590.99,"Unspecified nephritic syndrome, dense deposit disease",Nephritis and nephropathy with pathological lesion,diseases of kidney and ureters,N056
8739,8739,N057,N05.7,580.32,580-590.99,"Unspecified nephritic syndrome, diffuse crescentic glomerulonephritis",Nephritis and nephropathy with pathological lesion,diseases of kidney and ureters,N057
8740,8740,N059,N05.9,580.32,580-590.99,"Unspecified nephritic syndrome, unspecified",Nephritis and nephropathy with pathological lesion,diseases of kidney and ureters,N059
8741,8741,N060,N06.0,580.32,580-590.99,"Isolated proteinuria with specified morphological lesion, minor glomerular abnormality",Nephritis and nephropathy with pathological lesion,diseases of kidney and ureters,N060
8742,8742,N061,N06.1,580.32,580-590.99,"Isolated proteinuria with specified morphological lesion, focal and segmental glomerular lesions",Nephritis and nephropathy with pathological lesion,diseases of kidney and ureters,N061
